,CD26,CD304,CD209,group
TP6A,0.7722459615379578,0.4797176065108748,0.6475257883392223,Progressive
TP6B,0.7436631702287422,0.47868404369238715,0.7045586823782695,Progressive
TP7A,0.9877654542721422,0.5145463356377044,0.715475979610721,Progressive
TP7B,1.017689180914756,0.6853486396158257,0.850757560086574,Progressive
TP9B,0.9287858452413913,0.4894348182015265,0.4667632715216988,Progressive
NS0B,0.6255849643835588,0.3821814781863461,0.588520458101145,Stable
NS1A,0.8820120520116481,0.4560233583182723,0.6279996811968471,Stable
NS1B,0.9115818128505796,0.4795226951537924,0.6595422333987396,Stable
TS2A,0.7242299985550548,0.39740057996334016,0.6068239042635029,Stable
TS2B,0.628790994150365,0.4071898357021986,0.5990029040689987,Stable
TS3A,0.6318001407860446,0.2708973529138321,0.4047796304620879,Stable
TS5A,0.7597265929137531,0.40788773565961717,0.6456827374028796,Stable
