group,ARID3A,BATF,BCL11A,CDX2,CEBPD,EBF1,EGR1,EHF,ETV1,FOXA2,FOXM1,GATA1,GLI2,HNF4A,HOXA4,HOXC6,KLF4,KMT2A,MAFK,MEF2A,MEF2C,MITF,MXI1,NFE2,NFYA,NFYB,PAX5,PGR,RFX5,RUNX3,SP4,SPDEF,STAT4,THAP1,VDR,YY1,ZBTB7B
critical,-0.0173176505688456,0.0912954244661541,-0.207890602596956,-0.0524072344124071,0.0085791143845181,-0.147747529484177,0.135060589923453,0.106766817861316,0.250681344903757,-0.15422074248107,-0.198607848605915,-0.130395388015254,0.1018817325206,0.219656164938591,0.241939211315396,0.0560667409999561,0.0369491577234048,-0.0033313539160886,-0.126612875454693,0.243597267457,0.21150176512328,-0.0914203869220618,-0.465858016028345,-0.0433171624304,-0.104510740633372,-0.0117546754610068,0.0896538722044586,-0.0331236656514936,0.0914545307042062,-0.0400575041455796,-0.18623798549897,-0.0243427810793308,-0.227763546052058,-0.164649111875966,0.403015880092664,0.120218647565662,0.212882505592532
critical,-0.159777399720743,0.199715408695185,0.320131864364171,-0.316779991928163,-0.268745762220449,0.299292187088325,0.406153880479884,0.206715870035957,0.410011517973996,-0.181074827011203,-0.136468072807975,0.0201609590610868,0.0484369290724649,0.385349764036248,0.213682816546371,0.248053390478027,0.260206872486223,-0.364489587141834,-0.187540813267865,0.268236730159386,0.0912546856552812,-0.229693170447986,-0.149859781937714,-0.0634756300939908,-0.419953318178929,-0.252761583942543,-0.128840327099032,0.236483659198572,0.154640311467749,0.0544956619602518,-0.421888215531491,0.115026976587385,-0.432662283090262,-0.495684829373865,0.0607692316426303,0.331719593859928,0.0863566430188066
critical,0.0451269749861477,-0.147913191382936,0.196368235099236,-0.0546707516447566,-0.0220706838741968,0.0427625894573188,-0.0256287113864649,-0.0850925445957421,0.0772052506896612,-0.0777596852109485,-0.0297543278418787,-0.0084962949180397,0.0715844149496862,0.0198295601501884,0.0647845532505589,-0.0475814926647465,0.146083265142202,-0.0715892869577819,0.174363323334331,-0.0615436934653189,0.0492067945654622,0.0453983458370766,0.0186222765440812,-0.0417989062559952,-0.0245466383884165,0.037739061909873,-0.0247512627284347,0.0181604101766117,-0.0096982193152416,-0.139741372204068,0.0067297047825496,-0.0681077499726157,0.102218140252833,-0.058103568548966,0.0901574842120011,0.194758523624427,0.0816689845069145
critical,-0.0311552294258731,-0.0334909982674532,0.0162032144556366,-0.0296734860439287,-0.0264265315915325,-0.0092033983051649,0.0533941506292022,0.0204228738222677,0.0147885774595572,-0.0280928328837332,0.0577779228681271,-0.0214079194350926,0.120949099399142,-0.0472831717597618,0.022170095715173,-0.0742886724443471,0.0543066255667367,-0.0413025990784067,-0.0116711696441006,0.0053058864285918,0.0669082593259184,-0.0052907214905236,-0.0679053386547813,0.164398611653145,0.0478906902301497,-0.0054870061342658,0.0052723025374042,0.0154338547838397,-0.0974532074384358,-0.0265940212718981,-0.0760509978788102,-0.0054981802991583,0.0978567667012816,-0.0125466224858652,0.0203625210525465,-0.0469909857667779,0.0242871087902051
critical,0.168674010749499,-0.0242281991732223,0.0641879452057085,0.086766195331292,-0.0299974402500428,-0.0715940685830491,0.025348672738654,-0.0637523869684173,0.113708466770635,-0.0470288562237227,-0.0242428992637309,-0.0357745758199142,-0.0220811692872749,0.0373210797861963,-0.0707324799449074,0.0138232573321317,-0.115556322592343,-0.0284326972825741,-0.161731484670975,0.0640646277797755,-0.012992702218397,-0.0955361604391507,-0.205761794654846,0.0682555146942119,-0.0248194694803451,0.0260765994427269,-0.0486050325949203,0.0257436696150975,0.224875179002778,-0.22206419502886,-0.164183405323026,-0.0609258862322956,0.0577411388460019,-0.134788941007734,-0.160685056005883,0.263013202707794,0.0399850628550288
critical,0.1108871938365,0.0843751468630045,-0.0483702266328013,0.0212877182076933,-0.0012589426726283,-0.0722766550218644,-0.0539116846796336,0.0205567381458739,-0.0570471221460826,-0.0652297610257438,0.0616682604679296,0.0576583238657755,-0.0453039596934532,-0.0714726941920446,0.100450064726079,0.0473029683869693,-0.0429257831811825,0.0328682126834543,-0.051198793159104,-0.114657378357432,0.064091573680088,-0.0349852411463741,0.0076683540566971,-0.0537018283347006,0.134214758704275,0.0529539464350444,-0.0259142299461937,-0.0224733870168675,0.0617003055708802,-0.0599130094935046,0.0203908461190135,-0.050337874112759,0.0329871117392194,-0.0585301851423963,-0.0410906148463501,0.0057118442039844,-0.0195121459484703
critical,-0.0665485847102284,0.109239089505186,-0.0582214938864908,-0.0076931416510587,0.0215940851041462,-0.0006775906012327,-0.0429615410354506,-0.027756714199426,-0.0219386226979934,0.108520154392691,0.108874645294805,0.0572544917064264,-0.024277650140667,-0.0178646570605248,-0.0535732989259437,-0.118799624914896,-0.077264469517973,-0.202635574806181,-0.0314578135964421,0.0112763326270694,-0.0004096169171294,0.284941012141687,0.0400084710366316,0.126816631904171,-0.098037023870568,0.0142470123251295,-0.0079151769893158,0.116193389427217,-0.0780783438785498,-0.139207735057111,-0.0143274044303605,-0.0450724080270877,0.0183393533009365,0.0885040514683654,-0.0433198601330517,-0.0599686823068447,0.155887182794801
critical,0.0850955638333166,0.464388035613257,-0.188871786467328,-0.101382469873119,0.417076216339135,-0.0467955196590274,0.127713750242942,0.0216376475053276,-0.270165507680403,-0.126258724054949,0.0132360446778794,-0.0932624850175401,-0.0171786962840562,-0.142451757437461,0.0579194295478835,0.106592402352709,-0.0670250773050061,-0.182582318428903,0.275375440159994,0.027363879600013,0.337237521314054,-0.0544930775568012,0.12381803496541,0.123301735350316,-0.0868791443218252,0.0285372878161371,-0.166342348717746,0.209195216770597,0.0628946803842495,0.170989045253598,-0.0360001640706861,-0.215437748480377,-0.0549155045146059,0.0110300372315661,-0.038534725817514,-0.137851997230254,-0.0723758187705318
critical,0.163600390316886,0.127294797091277,0.202698721482925,-0.229094599436035,-0.031170558948041,0.0554043172053329,0.0839623148542607,-0.215671439657833,-0.153060056799773,-0.0992773293663039,-0.0696382718694673,-0.117655346780756,0.0731517163751713,-0.0587375850697188,-0.295219426799798,-0.0821605484410791,-0.125312854036777,-0.141618840076071,0.0740525995817621,-0.0363956815462675,0.154321293289001,0.308642586578001,-0.203329339727539,0.0906288505830324,0.0744129528643984,-0.106754659981007,-0.0918900870722595,0.0333326786438588,0.146033167788365,0.126664178846664,-0.0397289494106534,0.115132873802302,0.0741426879024212,-0.18269911429661,-0.023062610088724,-0.14260981160332,0.223869476837809
critical,-0.0763617943991794,0.0719299010443401,-0.135233923764614,0.0661861128774088,0.138469477808945,-0.12047680647419,-0.0480846834235175,0.0252794653169439,-0.183440960072161,-0.196661868929772,0.118797853010011,-0.20171912146965,-0.0349861274499356,-0.0756344744774497,0.0680689878149709,0.0345171080611566,0.0467455990816412,-0.0663084657614381,0.19138710015162,0.123875497697227,0.133011179704748,0.100710018321011,0.0643032379398467,-0.0330012917756824,0.148733525302514,0.076885192847527,-0.0520407600071317,0.106705309638447,-0.00842875423313,-0.0181354163661217,0.128422946553649,-0.0838049281776289,-0.173006978017439,-0.028752927746887,-0.0274954119943636,-0.0049009127436183,0.0279304444709123
